Ethnicity_Gender,2018,2019
White_men,"65,702","66,100"
White_women,"66,100","56,341"
Black_African_men,"9,018","10,073"
Black_African_women,"9,145","10,236"
Asian_men,"5,188","4,644"
Asian_women,"5,353","4,826"
Hispanic_Latino_men,"15,418","11,594"
Hispanic_Latino_women,"15,782","12,023"
